id_especie,nombre_cientifico,nombre_comun,familia,tipo,descripcion,respuestas_cuestionario
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Hidrocoral con forma ramificada o incrustante. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color grisáceo y áspero al tacto.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Estaba buceando y vi parece un árbol pequeño, color tierra.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Encontré esto: forma de candelabro, color gris.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Hidrocoral con forma ramificada o incrustante. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color marrón claro y poroso.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Uno tiene ramitas que está superficie uniforme.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"con muchas ramificaciones, verdoso.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Tipo: ramas como cuernos. Color: color piedra.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Hidrocoral con forma ramificada o incrustante. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color café claro y superficie lisa.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Vi un coral ramas coralinas, parece color grisáceo.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Es como forma de ramas y es color amarillento.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Hidrocoral con forma ramificada o incrustante. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta gris y rugoso.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Es un coral estructura ramificada, superficie porosa, de color beige.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Especie forma de ramas, tonalidad crema.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Tipo: forma de ramas. Color: color marrón.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Uno se extiende como ramas que está superficie irregular.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Hidrocoral con forma ramificada o incrustante. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta tonalidad verdosa y liso.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Vi un coral coral de dedos, parece café.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Coral de tipo ramas coralinas, superficie lisa.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Forma: estructura ramificada. Textura: poroso. Tono: color tierra.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Es como brazos que salen y es café.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Un coral con muchas ramificaciones que es áspero al tacto.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Tipo: se extiende como ramas. Color: gris.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Especie con muchas ramificaciones, tonalidad beige.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Coral de tipo ramas, superficie rugosa.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"tiene ramitas, crema.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"coral ramificado, color tierra.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Hidrocoral con forma ramificada o incrustante. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta gris y superficie porosa.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Hidrocoral con forma ramificada o incrustante. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta amarillento y duro como roca.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Hidrocoral con forma ramificada o incrustante. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta marrón y como una roca.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Un coral coral ramificado que es superficie porosa.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Encontré esto: forma de candelabro, color crema.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Coral de tipo tiene ramitas, áspero al tacto.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Hidrocoral con forma ramificada o incrustante. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color amarillento y liso.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Es un coral forma de candelabro, superficie lisa, de color color arena.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Encontré esto: con muchas ramificaciones, color color grisáceo.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Un coral ramas como cuernos que es áspero al tacto.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Uno se extiende como ramas que está colonias densas.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Hidrocoral con forma ramificada o incrustante. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color café y superficie lisa.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,"Estaba buceando y vi coral ramificado, color marrón.","{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_alcicornis,Millepora alcicornis,Coral de Fuego Cuerno de Alce,Milleporidae,Hidrocoral,Hidrocoral con forma ramificada o incrustante. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color piedra y como esponja.,"{""p1"": ""no"", ""p2"": ""incrustante""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta crema y como esponja.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Tipo: como una tortilla. Color: blanquecino.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Forma: fino como una hoja. Textura: áspero al tacto. Tono: color café.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Como aplanado como un plato, superficie rugosa, blanquecino.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta amarillento y como esponja.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta gris y liso.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Uno como un disco que está poroso.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color arena y rugoso.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Colonia platos aplanados característica, color café claro.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"forma de disco folioso, color marrón claro.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Un coral coral laminar que es duro como roca.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Observamos como hojas con coloración marrón.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color amarillento y como una roca.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta amarillento y superficie porosa.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"platos aplanados, color piedra.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Forma: láminas delgadas. Textura: colonias densas. Tono: café.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color grisáceo y superficie porosa.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Tipo: en forma de hoja. Color: crema.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Encontré esto: crecimiento en placas, color beige.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta gris y poroso.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Observamos como una hoja con coloración verdoso.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Tipo: como papel. Color: color marrón claro.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Parece platos aplanados, como arena.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta beige y esqueleto calcáreo.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta blanquecino y colonias densas.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Vi un coral fino como una hoja, parece color amarillento.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Un coral como una laja que es duro como roca.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Uno como una tortilla que está rugoso.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Observamos como una laja con coloración tonalidad verdosa.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Estaba buceando y vi parece una hoja, color marrón claro.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Un coral fino como una hoja que es rugoso.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Colonia como un disco característica, color grisáceo.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Como como una tortilla, como esponja, color arena.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Vi un coral láminas delgadas, parece color arena.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Encontré esto: placa delgada, color beige.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Observamos láminas delgadas con coloración gris.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color café claro y colonias densas.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Coral de tipo aspecto de hoja, textura áspera.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Es como láminas delgadas y es tonalidad verdosa.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Especie aplanado como un plato, tonalidad color café claro.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Forma: coral laminar. Textura: rugoso. Tono: blanquecino.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Como aspecto de hoja, superficie lisa, tonalidad verdosa.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Vi un coral hojas delgadas, parece color marrón.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color tierra y superficie irregular.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Especie forma de lámina, tonalidad marrón.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Hidrocoral en forma de láminas verticales. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta café y colonias densas.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,Forma: como una tortilla. Textura: liso. Tono: gris.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_complanata,Millepora complanata,Coral de Fuego Laminar,Milleporidae,Hidrocoral,"Especie aspecto de hoja, tonalidad color marrón claro.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""vertical""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,"Especie coral, tonalidad marrón.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,"Vi un coral coral, parece color café.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,Hidrocoral aplanado con superficie muy irregular. Superficie porosa sin coralitos visibles. Produce urticación al contacto.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,Hidrocoral aplanado con superficie muy irregular. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color amarillento y como una roca.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,"Como coral, textura áspera, gris.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,"Estaba buceando y vi coral, crema.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,"Especie coral, tonalidad gris.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,Hidrocoral aplanado con superficie muy irregular. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta tonalidad verdosa y esponjoso.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,Hidrocoral aplanado con superficie muy irregular. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta color marrón claro y superficie rugosa.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,Hidrocoral aplanado con superficie muy irregular. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta gris y superficie lisa.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,"Es un coral coral, esqueleto calcáreo, de color café.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,"Parece coral, como arena.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,Hidrocoral aplanado con superficie muy irregular. Superficie porosa sin coralitos visibles. Produce urticación al contacto. Presenta marrón y superficie lisa.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,"Estaba buceando y vi coral, amarillento.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,"Es un coral coral, áspero al tacto, de color color grisáceo.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,"coral, tono crema.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,Forma: coral. Textura: como esponja. Tono: crema.,"{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
millepora_squarrosa,Millepora squarrosa,Coral de Fuego Irregular,Milleporidae,Hidrocoral,"Es un coral coral, superficie lisa, de color gris.","{""p1"": ""no"", ""p2"": ""aplanado"", ""p3"": ""irregular""}"
